date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:28:15	21151/21151	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:00:56%20GMT	https://ceylonfarmer.com/index.php	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index.html	(from )
12:28:15	279/279	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jun%202020%2007:00:57%20GMT	https://ceylonfarmer.com/robots.txt		(from )
12:28:15	84245/84245	---M-Z	200	added ('OK')	application/javascript	etag:%2214915-5a670750ad496-gzip%22	https://ceylonfarmer.com/catalog/view/javascript/jquery/jquery-2.1.1.min.js	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/jquery/jquery-2.1.1.min.js	(from https://ceylonfarmer.com/index.php)
12:28:15	122540/122540	---M-Z	200	added ('OK')	text/css	etag:%221deac-5a6708b3bb2da-gzip%22	https://ceylonfarmer.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css	(from https://ceylonfarmer.com/index.php)
12:28:15	36816/36816	---M-Z	200	added ('OK')	application/javascript	etag:%228fd0-5a6708b886bc2-gzip%22	https://ceylonfarmer.com/catalog/view/javascript/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/bootstrap/js/bootstrap.min.js	(from https://ceylonfarmer.com/index.php)
12:28:16	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-5a6708c1cccaf-gzip%22	https://ceylonfarmer.com/catalog/view/javascript/font-awesome/css/font-awesome.min.css	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/font-awesome/css/font-awesome.min.css	(from https://ceylonfarmer.com/index.php)
12:28:16	41200/41200	---M-Z	200	added ('OK')	text/css	etag:%22a0f0-5a931b1f212d3-gzip%22	https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css	(from https://ceylonfarmer.com/index.php)
12:28:16	17759/17759	---M-Z	200	added ('OK')	text/css	etag:%22455f-5a670a58374fd-gzip%22	https://ceylonfarmer.com/catalog/view/javascript/jquery/swiper/css/swiper.min.css	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/jquery/swiper/css/swiper.min.css	(from https://ceylonfarmer.com/index.php)
12:28:16	1916/1916	---M-Z	200	added ('OK')	text/css	etag:%2277c-5a670a589dda3-gzip%22	https://ceylonfarmer.com/catalog/view/javascript/jquery/swiper/css/opencart.css	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/jquery/swiper/css/opencart.css	(from https://ceylonfarmer.com/index.php)
12:28:17	208639/208639	---M-Z	200	added ('OK')	application/javascript	etag:%2232eff-5a670a5f7bb0b-gzip%22	https://ceylonfarmer.com/catalog/view/javascript/jquery/swiper/js/swiper.jquery.js	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/jquery/swiper/js/swiper.jquery.js	(from https://ceylonfarmer.com/index.php)
12:28:17	13369/13369	---M-Z	200	added ('OK')	application/javascript	etag:%223439-5a67065b1a2ad-gzip%22	https://ceylonfarmer.com/catalog/view/javascript/common.js	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/common.js	(from https://ceylonfarmer.com/index.php)
12:28:17	8159/8159	---M--	200	added ('OK')	image/jpeg	etag:%221fdf-5a671df60adf4%22	https://ceylonfarmer.com/image/catalog/icon.jpg	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/image/catalog/icon.jpg	(from https://ceylonfarmer.com/index.php)
12:28:17	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202020%2007:00:59%20GMT	https://ceylonfarmer.com/index.php?route=account/account	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index839c.php	(from https://ceylonfarmer.com/index.php)
12:28:17	16541/16541	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:00:59%20GMT	https://ceylonfarmer.com/index.php?route=account/login	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/indexe223.html	(from https://ceylonfarmer.com/index.php)
12:28:18	22264/22264	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:01:00%20GMT	https://ceylonfarmer.com/index.php?route=account/register	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index5502.html	(from https://ceylonfarmer.com/index.php)
12:28:18	344/344	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202020%2007:01:00%20GMT	http://ceylonfarmer.com/index.php?route=checkout/cart	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index.e630e.delayed	(from https://ceylonfarmer.com/index.php)
12:28:18	13610/13610	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:01:00%20GMT	https://ceylonfarmer.com/index.php?route=checkout/cart	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index630e.html	(from https://ceylonfarmer.com/index.php)
12:28:18	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202020%2007:01:00%20GMT	https://ceylonfarmer.com/index.php?route=checkout/checkout	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/indexf1a8.php	(from https://ceylonfarmer.com/index.php)
12:28:19	342/342	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202020%2007:01:01%20GMT	http://ceylonfarmer.com/index.php?route=common/home	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index9328.php	(from https://ceylonfarmer.com/index.php)
12:28:19	21208/21208	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:01:01%20GMT	https://ceylonfarmer.com/index.php?route=common/home	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index9328.html	(from https://ceylonfarmer.com/index.php)
12:28:19	8322/8322	---M--	200	added ('OK')	image/jpeg	etag:%222082-5a671de81e580%22	https://ceylonfarmer.com/image/catalog/logo_ceylonfarmer.jpg	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/image/catalog/logo_ceylonfarmer.jpg	(from https://ceylonfarmer.com/index.php)
12:28:19	359/359	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202020%2007:01:01%20GMT	http://ceylonfarmer.com/index.php?route=product/category&path=59	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index73b3.php	(from https://ceylonfarmer.com/index.php)
12:28:20	76608/76608	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:01:01%20GMT	https://ceylonfarmer.com/index.php?route=product/category&path=59	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index73b3.html	(from https://ceylonfarmer.com/index.php)
12:28:20	359/359	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202020%2007:01:02%20GMT	http://ceylonfarmer.com/index.php?route=product/category&path=60	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index6067.php	(from https://ceylonfarmer.com/index.php)
12:28:20	39764/39764	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:01:02%20GMT	https://ceylonfarmer.com/index.php?route=product/category&path=60	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index6067.html	(from https://ceylonfarmer.com/index.php)
12:28:20	5365/5365	---M--	200	added ('OK')	image/png	etag:%2214f5-5a7110859905a%22	https://ceylonfarmer.com/img/1.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/1.png	(from https://ceylonfarmer.com/index.php)
12:28:20	244695/244695	---M--	200	added ('OK')	image/png	etag:%223bbd7-5a711090a2433%22	https://ceylonfarmer.com/img/m_img-1.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/m_img-1.png	(from https://ceylonfarmer.com/index.php)
12:28:20	5992/5992	---M--	200	added ('OK')	image/png	etag:%221768-5a7110855e6d7%22	https://ceylonfarmer.com/img/2.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/2.png	(from https://ceylonfarmer.com/index.php)
12:28:21	5855/5855	---M--	200	added ('OK')	image/png	etag:%2216df-5a7110851c052%22	https://ceylonfarmer.com/img/3.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/3.png	(from https://ceylonfarmer.com/index.php)
12:28:21	5610/5610	---M--	200	added ('OK')	image/png	etag:%2215ea-5a711084d5b4e%22	https://ceylonfarmer.com/img/4.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/4.png	(from https://ceylonfarmer.com/index.php)
12:28:21	5762/5762	---M--	200	added ('OK')	image/png	etag:%221682-5a711084888e9%22	https://ceylonfarmer.com/img/5.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/5.png	(from https://ceylonfarmer.com/index.php)
12:28:21	5895/5895	---M--	200	added ('OK')	image/png	etag:%221707-5a7110844c025%22	https://ceylonfarmer.com/img/6.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/6.png	(from https://ceylonfarmer.com/index.php)
12:28:22	5123/5123	---M--	200	added ('OK')	image/png	etag:%221403-5a71108415521%22	https://ceylonfarmer.com/img/7.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/7.png	(from https://ceylonfarmer.com/index.php)
12:28:22	5820/5820	---M--	200	added ('OK')	image/png	etag:%2216bc-5a711083cffbd%22	https://ceylonfarmer.com/img/8.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/8.png	(from https://ceylonfarmer.com/index.php)
12:28:22	223105/223105	---M--	200	added ('OK')	image/png	etag:%2236781-5a71108f6caff%22	https://ceylonfarmer.com/img/m_img-2.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/m_img-2.png	(from https://ceylonfarmer.com/index.php)
12:28:22	171113/171113	---M--	200	added ('OK')	image/png	etag:%2229c69-5a711088ac24e%22	https://ceylonfarmer.com/img/m_img-3.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/m_img-3.png	(from https://ceylonfarmer.com/index.php)
12:28:22	5927/5927	---M--	200	added ('OK')	image/png	etag:%221727-5a71108341674%22	https://ceylonfarmer.com/img/9.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/9.png	(from https://ceylonfarmer.com/index.php)
12:28:23	6600/6600	---M--	200	added ('OK')	image/png	etag:%2219c8-5a71108383cf8%22	https://ceylonfarmer.com/img/10.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/10.png	(from https://ceylonfarmer.com/index.php)
12:28:23	1082240/1082240	---M--	200	added ('OK')	image/png	etag:%22108380-5a7110a108927%22	https://ceylonfarmer.com/img/Sanjana---02.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/Sanjana---02.png	(from https://ceylonfarmer.com/index.php)
12:28:23	95992/95992	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from https://ceylonfarmer.com/index.php)
12:28:24	279/279	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jun%202020%2007:01:06%20GMT	https://ceylonfarmer.com/js/bootstrap.min.js	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/js/bootstrap.min.js	(from https://ceylonfarmer.com/index.php)
12:28:25	375/375	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202020%2007:01:06%20GMT	http://ceylonfarmer.com/index.php?route=information/information&information_id=7	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index11cd.php	(from https://ceylonfarmer.com/index.php)
12:28:26	14113/14113	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:01:07%20GMT	https://ceylonfarmer.com/index.php?route=information/information&information_id=7	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index11cd.html	(from https://ceylonfarmer.com/index.php)
12:28:26	375/375	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202020%2007:01:08%20GMT	http://ceylonfarmer.com/index.php?route=information/information&information_id=8	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index7184.php	(from https://ceylonfarmer.com/index.php)
12:28:26	13695/13695	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:01:08%20GMT	https://ceylonfarmer.com/index.php?route=information/information&information_id=8	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index7184.html	(from https://ceylonfarmer.com/index.php)
12:28:26	350/350	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202020%2007:01:08%20GMT	http://ceylonfarmer.com/index.php?route=information/contact	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index2724.php	(from https://ceylonfarmer.com/index.php)
12:28:26	15621/15621	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:01:08%20GMT	https://ceylonfarmer.com/index.php?route=information/contact	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index2724.html	(from https://ceylonfarmer.com/index.php)
12:28:27	350/350	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202020%2007:01:08%20GMT	http://ceylonfarmer.com/index.php?route=information/sitemap	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index7cb2.php	(from https://ceylonfarmer.com/index.php)
12:28:27	15510/15510	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:01:09%20GMT	https://ceylonfarmer.com/index.php?route=information/sitemap	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index7cb2.html	(from https://ceylonfarmer.com/index.php)
12:28:27	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202020%2007:01:09%20GMT	https://ceylonfarmer.com/index.php?route=account/order	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/indexee92.php	(from https://ceylonfarmer.com/index.php)
12:28:27	13616/13616	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jun%202020%2007:01:09%20GMT	https://ceylonfarmer.com/index.php?route=product/product&product_id=	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index1d84.php	(from https://ceylonfarmer.com/index.php)
12:28:27	13709/13709	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jun%202020%2007:01:09%20GMT	https://ceylonfarmer.com/index.php?route=common/cart/info%20ul%20li	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index1e1c.php	(from https://ceylonfarmer.com/index.php)
12:28:28	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5a6708ba3567c%22	https://ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://ceylonfarmer.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
12:28:28	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5a6708ba3567c%22	https://ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from https://ceylonfarmer.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
12:28:28	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-5a6708baf0e87%22	https://ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.html	(from https://ceylonfarmer.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
12:28:28	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225b80-5a6708ba3e31c%22	https://ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://ceylonfarmer.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
12:28:28	45404/45404	---M--	200	added ('OK')	application/font-sfnt	etag:%22b15c-5a6708bac6ea4%22	https://ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://ceylonfarmer.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
12:28:29	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-5a6708bb8170f%22	https://ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://ceylonfarmer.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
12:28:29	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a6708d0558cb%22	https://ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://ceylonfarmer.com/catalog/view/javascript/font-awesome/css/font-awesome.min.css)
12:28:29	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a6708d0558cb%22	https://ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://ceylonfarmer.com/catalog/view/javascript/font-awesome/css/font-awesome.min.css)
12:28:29	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-5a6708cdb79e3%22	https://ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont3e6e.html	(from https://ceylonfarmer.com/catalog/view/javascript/font-awesome/css/font-awesome.min.css)
12:28:30	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-5a6708cf73f5e%22	https://ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://ceylonfarmer.com/catalog/view/javascript/font-awesome/css/font-awesome.min.css)
12:28:30	165548/165548	---M--	200	added ('OK')	application/font-sfnt	etag:%22286ac-5a6708ceb48d2%22	https://ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://ceylonfarmer.com/catalog/view/javascript/font-awesome/css/font-awesome.min.css)
12:28:30	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-5a6708d0df3f3%22	https://ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://ceylonfarmer.com/catalog/view/javascript/font-awesome/css/font-awesome.min.css)
12:28:30	80820/80820	---M--	200	added ('OK')	application/font-sfnt	etag:%2213bb4-5a716afe20154%22	https://ceylonfarmer.com/catalog/view/theme/default/font/FMDerana.TTF	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/theme/default/font/FMDerana.TTF	(from https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css)
12:28:30	59224/59224	---M--	200	added ('OK')	application/font-sfnt	etag:%22e758-5a716afe23034%22	https://ceylonfarmer.com/catalog/view/theme/default/font/beyond_the_mountains.ttf	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/theme/default/font/beyond_the_mountains.ttf	(from https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css)
12:28:31	52636/52636	---M--	200	added ('OK')	application/font-sfnt	etag:%22cd9c-5a716afe4fef8%22	https://ceylonfarmer.com/catalog/view/theme/default/font/Fertigo_PRO.otf	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/theme/default/font/Fertigo_PRO.otf	(from https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css)
12:28:31	178520/178520	---M--	200	added ('OK')	application/font-sfnt	etag:%222b958-5a716afdea5ef%22	https://ceylonfarmer.com/catalog/view/theme/default/font/Raleway-Regular.ttf	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/theme/default/font/Raleway-Regular.ttf	(from https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css)
12:28:31	180492/180492	---M--	200	added ('OK')	application/font-sfnt	etag:%222c10c-5a716afded4d0%22	https://ceylonfarmer.com/catalog/view/theme/default/font/Raleway-SemiBold.ttf	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/catalog/view/theme/default/font/Raleway-SemiBold.ttf	(from https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css)
12:28:31	80820/80820	---M--	200	added ('OK')	application/font-sfnt	etag:%2213bb4-5a7110fc63adc%22	https://ceylonfarmer.com/font/FMDerana.TTF	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/font/FMDerana.TTF	(from https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css)
12:28:32	59224/59224	---M--	200	added ('OK')	application/font-sfnt	etag:%22e758-5a7110fd4350c%22	https://ceylonfarmer.com/font/beyond_the_mountains.ttf	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/font/beyond_the_mountains.ttf	(from https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css)
12:28:32	52636/52636	---M--	200	added ('OK')	application/font-sfnt	etag:%22cd9c-5a7110fe4715e%22	https://ceylonfarmer.com/font/Fertigo_PRO.otf	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/font/Fertigo_PRO.otf	(from https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css)
12:28:32	178520/178520	---M--	200	added ('OK')	application/font-sfnt	etag:%222b958-5a7110f9bb00d%22	https://ceylonfarmer.com/font/Raleway-Regular.ttf	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/font/Raleway-Regular.ttf	(from https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css)
12:28:32	180492/180492	---M--	200	added ('OK')	application/font-sfnt	etag:%222c10c-5a7110fad3480%22	https://ceylonfarmer.com/font/Raleway-SemiBold.ttf	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/font/Raleway-SemiBold.ttf	(from https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css)
12:28:33	601243/601243	---M--	200	added ('OK')	image/png	etag:%2292c9b-5a73732177af3%22	https://ceylonfarmer.com/img/cf-cover.png	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/img/cf-cover.png	(from https://ceylonfarmer.com/catalog/view/theme/default/stylesheet/stylesheet.css)
12:28:33	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202020%2007:01:15%20GMT	https://ceylonfarmer.com/index.php?route=checkout/checkout	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/indexf1a8.php	(from https://ceylonfarmer.com/index.php?route=account/login)
12:28:33	15942/15942	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2007:01:15%20GMT	https://ceylonfarmer.com/index.php?route=account/forgotten	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/indexacda.html	(from https://ceylonfarmer.com/index.php?route=account/login)
12:28:33	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202020%2007:01:15%20GMT	https://ceylonfarmer.com/index.php?route=account/address	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/indexc6b3.php	(from https://ceylonfarmer.com/index.php?route=account/login)
12:28:33	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202020%2007:01:15%20GMT	https://ceylonfarmer.com/index.php?route=account/order	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/indexee92.php	(from https://ceylonfarmer.com/index.php?route=account/login)
12:28:33	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202020%2007:01:15%20GMT	https://ceylonfarmer.com/index.php?route=account/download	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index1042.php	(from https://ceylonfarmer.com/index.php?route=account/login)
12:28:34	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202020%2007:01:16%20GMT	https://ceylonfarmer.com/index.php?route=account/recurring	C:/My%20Web%20Sites/https___ceylonfarmer.com_index.php/ceylonfarmer.com/index6a11.php	(from https://ceylonfarmer.com/index.php?route=account/login)
